название,единица_измерения,цена
Тепловентилятор TVC-3500  (3кВт) ALTECO,шт,2800.0
Тепловентилятор TVC-3500 E (3кВт) ALTECO,шт,2600.0
Триммер бензиновый GBC 2310-1800 ALTECO Promo,шт,6600.0
Угловая шлифмашина AGH 1000-125 E ALTECO HEAVY,шт,3250.0
Угловая шлифмашина AGH 1500-150  ALTECO HEAVY DUTI,шт,4210.0
Угловая шлифмашина AGH 2000-180  ALTECO HEAVY DUTI,шт,5660.0
Угловая шлифмашина AGH 2400-230 S ALTECO HEAVY DUTI,шт,6285.0
Угловая шлифмашина AGH 2600-230 S ALTECO HEAVY DUTI,шт,8000.0
Угловая шлифмашина AGH 750-115 ALTECO HEAVY DUTI,шт,2400.0
Фен технический HG 0607 ALTECO,шт,1700.0
Фен технический HG 0609 ALTECO,шт,3500.0
Циркулярная пила CS 1200-185 L ALTECO promo,шт,4800.0
Циркулярная пила CS 1300-165 ALTECO,шт,4600.0
Электрические ножницы ES 550 ALTECO,шт,5000.0
Электропила ECS 2200-45 ALTECO,шт,7220.0
CROWN,,7180.0
Дрель ударная CROWN CT10032,шт,7200.0
Краскопульт Электрический CROWN СТ31011,шт,4200.0
Пила дисковая 185мм CROWN СТ15074,шт,7180.0
Угловая шлиф.машина 125мм CROWN СТ13628,шт,4600.0
Угловая шлиф.машина 150мм CROWN СТ13029,шт,5170.0
Угловая шлиф.машина 180мм CROWN СТ13034,шт,5745.0
Угловая шлиф.машина 230мм CROWN СТ13305-230D,шт,8350.0
Фен 1600W CROWN CT19017,шт,2700.0
Фен 2000W CROWN CT19007,шт,3250.0
Шуруповерт аккум.CROWN СТ21053LH-1.5Ah,шт,6100.0
Шуруповерт аккум.CROWN СТ21055L,шт,7000.0
HammerFlex / Military (под реал),,2200.0
Аккум дрель MILITARY CD12,шт,2200.0
RTR Max (под реал),,4550.0
Ленточная шлифовальная машина 1010W RTM374 (Rodex),шт,5300.0
Полировальная машинка 1200W  RTM149,шт,4550.0
Сабельная пила RTM 907,шт,5400.0
Угловая шлифовальная машина 115мм 1200W RTM106,шт,4300.0
Угловая шлифовальная машина 125мм 1200W RDX112,шт,4500.0
Угловая шлифовальная машина 230мм 2400W RDX1290,шт,7700.0
Электрич шуруповерт 6мм. 500W RTM 311,шт,4550.0
Электродрель 10 ММ 450W RDX1504,шт,1750.0
Электролобзик с лазером 800W RDX 360,шт,4150.0
Электролобзик с лазером RTM 360,шт,3550.0
WORCRAFT (под реал),,3500.0
Аккумуляторный шуруповерт DECO DC48,шт,3250.0
Аккумуляторный шуруповерт WORCRAFT CD-12LiA,шт,4250.0
Дрель 800W WORCRAFT ID-800 IMPACT,шт,3850.0
Дрель 850W WORCRAFT ID-850 IMPACT,шт,2900.0
Лазерный уровень DECO DZL-416 (тринога),шт,6200.0
Лобзик 800W WORCRAFT JS08-100A,шт,4350.0
Перфоратор 850W WORCRAFT RH09-26В,шт,6100.0
Перфоратор WORCRAFT 1050W RH11-38X,шт,13500.0
Сварочный аппарат DECO 300D DCS-300D,шт,11500.0
УШМ 115 WORCRAFT AG08-115,шт,3500.0
УШМ 115 WORCRAFT AG08-115P,шт,3500.0
УШМ 125 WORCRAFT 850W AG08-125PS,шт,4000.0
УШМ 150  WORCRAFT AG14-150S,шт,4600.0
УШМ 180 WORCRAFT AG18-180А,шт,5300.0
УШМ 230 WORCRAFT AG24-230 H,шт,8500.0
Фен промышленный 2000W WORCRAFT HG20-600,шт,2200.0
Шуруповерт 300W WORCRAFT ED-300,шт,3800.0
Шуруповерт 320W WORCRAFT ED-400,шт,2900.0
Комплектующие к электроинструментам,,110.0
Цепь бензопила DZ38 OSKAR,шт,530.0
Цепь электропила DZE29 OSKAR,шт,450.0
Щетка на УШМ 21 BOSAN,шт,110.0
Щетка на УШМ 50 BOSAN,шт,110.0
Щетка на УШМ 5х8х12 BOSAN,шт,110.0
Щетка на УШМ BS-100 BOSAN,шт,110.0
Ящики для инструментов,,1360.0
Ящик для инструментов OTCM 013,шт,900.0
Ящик для инструментов OTCM 016,шт,1360.0
Ящик для инструментов OTCM 019,шт,1920.0
Ящик для инструментов OTCM 022,шт,3570.0
Ящик для инструментов OTCM 113,шт,760.0
Ящик для инструментов OTCMG 22,шт,3345.0
Ящики для инструментов под реал,,1700.0
Ящик для инструментов MT 19,шт,1700.0
Ящик для инструментов MT 22,шт,2800.0
Клей,,380.0
Клей двухкомпонентный для пластика MX-17351,шт,130.0
"Клей ДЕРМАКС бежевый 3,5кг",шт,1150.0
"Клей ДЕРМАКС прозрачный 3,5кг.",шт,1250.0
Клей столярный СЕКУНДА 60гр на блистере 403-073,шт,143.0
Клей сухой для стеклохолста 250гр Fiberon РОС ШК,шт,255.0
Клей сухой для стеклохолста 500гр Fiberon РОС ШК,шт,440.0
"Клей Хват, картуш, 400гр",шт,149.0
Клей-герметик анаэроб. 20г.,шт,200.0
Клей-герметик анаэроб. 40г,шт,380.0
Набор для экспресс склеивания AKFIX  GA060,шт,220.0
Набор для экспресс склеивания AKFIX  GA065,шт,420.0
Супер-клей блистер 1шт 3гр. SmartFix GLUE  GHS301B,шт,28.0
Супер-клей блистер 1шт20гр. SmartFix GLUE  GHS201B,шт,69.0
Удалитель следов клея аэрозол.210мл MS210R,шт,220.0
Холодная сварка 5гр MAXIMUM MX 17290,шт,80.0
Холодная сварка Универсальная MX 17283,шт,80.0
Клей (под реал),,55.0
Клей двухкомпанентный MAXIMUM MX 11922,шт,55.0
Клей СИЛА,,30.0
Клей SGBL1-3 СИЛА Супер-клей ГЕЛЬ 3гр,шт,55.0
Клей СИЛА 505-3  Супер клей 3г лента 12шт,шт,30.0
Клей MASTIX (под реал),,270.0
Герметик фик-ор MASTIXнеразъемный высокопр.6мл0203,шт,155.0
Герметик фик-орMASTIXвысокотемперат.6мл нераз.0202,шт,155.0
Герметик фиксатор MASTIX разъёмный 6мл0201,шт,155.0
Жидкий ключ BibiCare 210 мл 4010,шт,195.0
Жидкий ключ BiBiCare 400 мл 4004,шт,270.0
Клей для стекла UV MASTIX 2мл0302,шт,200.0
Клей холод.сварк.Универ-ный БЛИЦ РЕМТЕКА  62гр0108,шт,100.0
Клей эпок-ый MASTIX SUPERSTRONG(хол.св-ка)80гр0801,шт,240.0
Клей эпок-ый MASTIX TERMO(холодная сварка)80гр0803,шт,270.0
Очиститель дроссельной заслонки BiBiCare400мл 4042,шт,230.0
Смазка многоцелевая RC-40 BiBlCare 400 мл 4007,шт,260.0
Удалитель наклеек  BiBiCare 210 мл 4404,шт,220.0
Краска,,1800.0
ВОДОЭМУЛЬСИОННАЯ краска,,120.0
UNI 25кг моющ-ся краска,шт,5050.0
АРКТИК 15кг моющ-ся в/дисп кр морозостойкая,шт,2000.0
АРКТИК 1кг моющ-ся  в/дисп кр морозостойкая,шт,170.0
АРКТИК 25кг моющ-ся  в/дисп кр морозостойкая,шт,3045.0
АРКТИК 3кг моющ-ся в/дисп кр морозостойкая,шт,500.0
"АРКТИК 4,5кг моющ-ся в/дисп кр морозостойкая",шт,660.0
АРКТИК 7кг моющ-ся в/дисп кр морозостойкая,шт,980.0
"Клей ПВА 801 0,85кг",шт,210.0
"Клей ПВА Стандарт 0,8кг(морозостойкий)",шт,200.0
"Клей ПВА Эконом 0,8кг морозостойкий",шт,180.0
Клей ПВА Эконом 3 кг морозостойкий,шт,540.0
НОРМА 15кг морозостойкая,шт,1200.0
НОРМА 1кг морозостойкая,шт,120.0
НОРМА 25кг морозостойкая,шт,1820.0
НОРМА 3кг морозостойкая,шт,415.0
"НОРМА 4,5кг морозостойкая",шт,440.0
НОРМА 7кг морозостойкая,шт,560.0
ФРОНТА 15кг моющ фасадная краска морозостойкая,шт,2200.0
ФРОНТА 25кг моющ фасадная краска морозостойкая,шт,3650.0
ФРОНТА 3кг моющ фасадная краска,шт,540.0
"ФРОНТА 4,5кг",шт,700.0
ФРОНТА 7кг моющ фасадная краска морозостойкая,шт,1080.0
ЭВРИКА эмаль акрил на вод.основе мороз-кая 3кг,шт,1400.0
ЭМАЛИКА эмаль акрил на вод.основе мороз-кая 1кг,шт,750.0
ЭМАЛИКА эмаль акрил на вод.основе мороз-кая 3кг,шт,2090.0
Водоэмульсинная краска (Под реал),,189.0
"ВД-Краска ""BAZA LUX"" CAPITAL (Фасадная) 14кг",шт,1260.0
"ВД-Краска ""BAZA LUX"" CAPITAL (Фасадная) 24кг",шт,2450.0
"ВД-Краска ""BAZA LUX"" Стандарт (Моющаяся) 14кг",шт,990.0
"ВД-Краска ""BAZA LUX"" Стандарт (Моющаяся) 24кг",шт,1645.0
"ВД-Краска ""BAZA LUX"" Стандарт (Моющаяся) 3кг",шт,265.0
"ВД-Краска ""BAZA LUX"" Стандарт (Моющаяся) 7кг",шт,504.0
"ВД-Краска ""BAZA LUX"" Стандарт (Протирающаяся) 14кг",шт,731.0
"ВД-Краска ""BAZA LUX"" Стандарт (Протирающаяся) 24кг",шт,1270.0
"ВД-Краска ""BAZA LUX"" Стандарт (Протирающаяся) 3кг",шт,189.0
"ВД-Краска ""BAZA LUX"" Стандарт (Протирающаяся) 7кг",шт,378.0
"ВД-Краска ""BAZA LUX"" Стандарт (Фасадная) 14кг",шт,1323.0
"ВД-Краска ""BAZA LUX"" Стандарт (Фасадная) 3кг",шт,328.0
"ВД-Краска ""BAZA LUX"" Стандарт (Фасадная) 7кг",шт,693.0
Водоэмульсионная краска БЕЛЫЙ АИСТ,,1035.0
БЕЛЫЙ АИСТ моющаяся 14кг,шт,1035.0
Грунт-Эмаль ИнтерАзия,,1660.0
"Грунт-Эмаль Белая 2,7кг Spektrum",шт,1660.0
"Грунт-Эмаль Серая 1,8кг RAL7045",шт,950.0
"Грунт-Эмаль Серая 2,7кг Spektrum RAL7045",шт,1660.0
"Грунт-Эмаль Серая антрацит МАТ 2,7кг RAL7016 Spektrum",шт,1660.0
"Грунт-Эмаль Шоколадно-Коричневая 1,8кг RAL8017",шт,950.0
Грунтовка ГФ-021 красно-коричневая 18кг Spektrum,шт,3000.0
Грунтовка ГФ-021 серая 18кг Spektrum,шт,3000.0
Грунт-Эмаль Металкид,,690.0
Грунт-эмаль 3в1 Металкид Антрацит 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид Антрацит 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид белая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид белая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид голубая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид голубая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид желтая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид желтая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид зеленая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид зеленая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид коричневая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид коричневая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид красная 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид красная 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид Молот. Белый Мрамор 3кг,шт,2570.0
Грунт-эмаль 3в1 Металкид Молот. Горький Шокол 3кг,шт,2570.0
Грунт-эмаль 3в1 Металкид оранжевая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид оранжевая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид серая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид серая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид серебристая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид серебристая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид синяя 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид синяя 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид темно-серая 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид темно-серая 3кг,шт,1870.0
Грунт-эмаль 3в1 Металкид черная 1кг,шт,690.0
Грунт-эмаль 3в1 Металкид черная 3кг,шт,1870.0
Кисти и валики,,110.0
Ванночка для краски 15х27 BAN10 OSKAR,шт,60.0
Ванночка для краски 33х35 BAN 30 OSKAR,шт,70.0
Ванночка для краски ПРОФИ 33х35 Красная,шт,110.0
Ванночка для краски ПРОФИ 33х35 Черная,шт,100.0
Удлиняющий стержень 150 см 2части Китай,шт,150.0
Удлиняющий стержень 200см 2части Китай,шт,200.0
Удлиняющий стержень 300см 2части КИТАЙ,шт,280.0
Акор (под реал),,330.0
Валики Акор,,150.0
Бугеля АКОР,,112.0
Бугель Мастер 180мм 6021 Акор №293,шт,112.0
Бугель Мастер 240мм 6022 Акор №292,шт,135.0
Валики для Эмали АКОР,,305.0
Валик Мастер ЛКМ 180мм 802 Акор №186,шт,305.0
Валик Мастер Эмали 180мм. 806 Акор №381,шт,270.0
Валик Эксперт 180мм D6 кр.нить ЛКМ  Акор №184,шт,230.0
Валик Эксперт 240мм D6 вел.бел  Акор №141,шт,270.0
Валик Эксперт 240мм кр.нить ЛКМ 413 Акор №185,шт,270.0
Валик Эксперт Тигр 240мм полиакрил 407 Акор№226,шт,280.0
Валики Малярные Универсальные АКОР,,290.0
Валик Евро 180мм D6 желт ворс полиэстер №171,шт,170.0
Валик Евро 240 мм D6 мм вел.полиэстр №143,шт,180.0
Валик Евро жел.ворс 240мм полиэстер Акор №170,шт,220.0
Валик Евро Тигр 180мм полиэстер Акор №168,шт,175.0
Валик Евро Тигр 240мм полиэстер Акор №169,шт,190.0
Валик Мастер Фасад 180мм 808 Акор №270,шт,287.0
Валик Мастер Фасад 240мм 809 Акор №269,шт,340.0
Валик Эксперт Тигр 180мм Акор №227,шт,315.0
Валик Эксперт410 180мм Д6 м/фибра жел.нитьАкор№222,шт,290.0
Ванночки АКОР,,80.0
Ванночка малярная 15х27 Акор №295,шт,70.0
Ванночка малярная 170х350мм пласт.VM170B,шт,60.0
Ванночка малярная 20х20 Акор №294,шт,60.0
Ванночка малярная 270х280мм пласт.VM270B,шт,80.0
Ванночка малярная 33х26 Акор №296,шт,100.0
Ванночка малярная 360х360мм пласт.VM360B,шт,105.0
Ванночка малярная 37х34 Акор №297,шт,150.0
Мини Валики АКОР,,150.0
Мини-валик в сборе Стандарт 100мм Акор№1221,шт,100.0
